Name,Category,Category,Locked,Deletable,Id,Family and Type,Family,Type,Family Name,Type Id,PLR_Asset_Name,PLR_Location_Code,PLR_Instance_Number,PLR_Parent_Uniclass_ID,PLR_Parent_Uniclass_Descr.,Image,Keynote,Design Option,Design Option,Model,Manufacturer,Comments,URL,Description,Assembly Description,Assembly Code,Edited by,Workset,Type Name,Cost,Mark,Properties,Subclass,Class,Grade,Species,Thermal expansion coefficient,Bending,Shear modulus,Poisson ratio,Tension perpendicular to grain,Shear parallel to grain,Compression perpendicular to grain,Compression parallel to grain,Young modulus,Material Type,Name,Lightweight,Behavior,Resistance calculation strength,Reduction factor for shear,Minimum tensile strength,Minimum yield stress,Shear strength modification,Shear reinforcement yield stress,Bending reinforcement,Concrete compression,Thermal expansion coefficient Z,Thermal expansion coefficient Y,Thermal expansion coefficient X,Unit weight,Shear modulus Z,Shear modulus Y,Shear modulus X,Poisson ratio Z,Poisson ratio Y,Poisson ratio X,Young modulus Z,Young modulus Y,Young modulus X,Shininess,Smoothness,Glow,Transparency,Color,Phase Demolished,Phase Created
Metal-Steel,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,1729005,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,Rendering appearance not upgraded ,,Metal Stud,,,,10,,0,,1,,,,,,,,,,,,,,1,Metal-Steel,,,,,,,,,,,,,,,,,,,,,,,,64,50,FALSE,0,"192,192,192",Revit Element : <None>,Revit Element : <None>
Plastic-Polypropylene-Green,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,1861521,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,Plastic-Polypropylene-Green,,,,10,,0,,1,,,,,,,,,,,,,,4,Plastic-Polypropylene-Green,,,,,,,,,,,,,,,,,,,,,,,,64,50,FALSE,0,"0,168,0",Revit Element : <None>,Revit Element : <None>
Ceramic-Gloss-White,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,2088288,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,,,,,10,,0,,1,,,,,,,,,,,,,,4,Ceramic-Gloss-White,,,,,,,,,,,,,,,,,,,,,,,,64,50,FALSE,0,"255,255,255",Revit Element : <None>,Revit Element : <None>
Metal-Steel-Stainless-Polished,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,2088290,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,"Stainless Steel 18/8, polished finish",,,,10,,0,,1,,,,,,,,,,,,,,1,Metal-Steel-Stainless-Polished,,,,,,,,,,,,,,,,,,,,,,,,64,50,FALSE,0,"192,192,192",Revit Element : <None>,Revit Element : <None>
Wood-Oak-White-Semi Gloss,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,2098613,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,Oak,,,,10,,0,,1,,,,,,,,,,,,,,3,Wood-Oak-White-Semi Gloss,,,,,,,,,,,,,,,,,,,,,,,,64,50,FALSE,0,"255,255,255",Revit Element : <None>,Revit Element : <None>
Plastic-Black,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,2098618,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,Plastic,,,,10,,0,,1,,,,,,,,,,,,,,4,Plastic-Black,,,,,,,,,,,,,,,,,,,,,,,,64,50,FALSE,0,"0,0,0",Revit Element : <None>,Revit Element : <None>
COX - FC - External Fibre Cement - 1200x2400,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,2312548,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,CLD-101a,Revit Element : <None>,Main Model,,,,,FIBRE CEMENT,,,,10,,0,FC,-1,,0,Standard,Douglas Fir (West),0,87000,76.9,0.3,2.4,8.9,5200,51200,199.95,0,COX - FC - External Fibre Cement - 1200x2400,FALSE,0,0.34,1.66,0.45,0.34,1,0.41,0.41,0.03,0,0,0,0,76.9,76.9,76.9,0.3,0.3,0.3,199.95,199.95,199.95,128,50,FALSE,0,"249,249,249",Revit Element : <None>,Revit Element : <None>
Plastic-Rubber-Black,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,2312635,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,"Natural rubber, black",,,,10,,0,,1,,,,,,,,,,,,,,4,Plastic-Rubber-Black,,,,,,,,,,,,,,,,,,,,,,,,64,50,FALSE,0,"36,36,36",Revit Element : <None>,Revit Element : <None>
Metal - Aluminium,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,2312649,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,CLD-206,Revit Element : <None>,Main Model,,,,,,,,,10,,0,,-1,,0,Standard,Douglas Fir (West),0,87000,76904122.85,0.3,2.4,8.9,5200,51200,199947961.5,0,Metal - Aluminium,FALSE,0,344737.86,1.66,448159.22,344737.86,1,413685.44,413685.44,27579.03,0,0,0,0,76904122.85,76904122.85,76904122.85,0.3,0.3,0.3,199947961.5,199947961.5,199947961.5,128,50,FALSE,0,"247,247,247",Revit Element : <None>,Revit Element : <None>
Phase - Demo,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,2312709,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,,,,,10,,0,,-1,,0,Standard,Douglas Fir (West),0,87000,76.9,0.3,2.4,8.9,5200,51200,199.95,0,Phase - Demo,FALSE,0,0.34,1.66,0.45,0.34,1,0.41,0.41,0.03,0,0,0,0,76.9,76.9,76.9,0.3,0.3,0.3,199.95,199.95,199.95,64,50,FALSE,40,"255,0,0",Revit Element : <None>,Revit Element : <None>
Phase - Exist,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,2312710,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,,,,,10,,,,-1,,0,Standard,Douglas Fir (West),0,87000,76.9,0.3,2.4,8.9,5200,51200,199.95,0,Phase - Exist,FALSE,0,0.34,1.66,0.45,0.34,1,0.41,0.41,0.03,0,0,0,0,76.9,76.9,76.9,0.3,0.3,0.3,199.95,199.95,199.95,64,50,FALSE,0,"127,127,127",Revit Element : <None>,Revit Element : <None>
Phase - Temporary,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,2312713,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,,,,,10,,,,-1,,0,Standard,Douglas Fir (West),0,87000,76.9,0.3,2.4,8.9,5200,51200,199.95,0,Phase - Temporary,FALSE,0,0.34,1.66,0.45,0.34,1,0.41,0.41,0.03,0,0,0,0,76.9,76.9,76.9,0.3,0.3,0.3,199.95,199.95,199.95,64,50,FALSE,40,"0,0,127",Revit Element : <None>,Revit Element : <None>
Porcelain-White-Caroma,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,2312978,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,Porcelain-White-Caroma,,,,10,,0,,1,,,,,,,,,,,,,,4,Porcelain-White-Caroma,,,,,,,,,,,,,,,,,,,,,,,,64,50,FALSE,0,"239,242,249",Revit Element : <None>,Revit Element : <None>
Metal-Chrome-Caroma,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,2312979,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,Metal-Chrome-Caroma,,,,10,,0,,1,,,,,,,,,,,,,,1,Metal-Chrome-Caroma,,,,,,,,,,,,,,,,,,,,,,,,64,50,FALSE,0,"244,244,244",Revit Element : <None>,Revit Element : <None>
Porcelain-Sorrento Blue-Caroma,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,2312988,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,Porcelain-Sorrento Blue-Caroma,,,,10,,0,,1,,,,,,,,,,,,,,4,Porcelain-Sorrento Blue-Caroma,,,,,,,,,,,,,,,,,,,,,,,,64,50,FALSE,0,"26,58,172",Revit Element : <None>,Revit Element : <None>
Metal-Stainless Steel-Generic-Polished,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,2313001,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,Metal-Stainless Steel-Generic-Polished,,,,10,,0,,1,,,,,,,,,,,,,,1,Metal-Stainless Steel-Generic-Polished,,,,,,,,,,,,,,,,,,,,,,,,64,50,FALSE,0,"192,192,192",Revit Element : <None>,Revit Element : <None>
Plastic-Transparent-Black,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,2313005,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,Plastic-Transparent-Black,,,,10,,0,,1,,,,,,,,,,,,,,4,Plastic-Transparent-Black,,,,,,,,,,,,,,,,,,,,,,,,64,50,FALSE,73,"80,80,80",Revit Element : <None>,Revit Element : <None>
Glass-Frosted-White,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,2313434,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,Acrylonitrile butadiene styrene,,,,10,,0,,1,,,,,,,,,,,,,,6,Glass-Frosted-White,,,,,,,,,,,,,,,,,,,,,,,,64,50,FALSE,50,"255,255,255",Revit Element : <None>,Revit Element : <None>
Metal-Steel-Galvanised,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,2313448,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,Generic,,,"Steel, mill finish",,,,10,,0,,1,,,,,,,,,,,,,,1,Metal-Steel-Galvanised,,,,,,,,,,,,,,,,,,,,,,,,64,50,FALSE,0,"102,105,111",Revit Element : <None>,Revit Element : <None>
Metal-Steel-350MPa,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,2313495,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,AMW-101,Revit Element : <None>,Main Model,,Generic,,,"Steel, mill finish",,,,10,,0,,1,,,,,,,,,,,,,,1,Metal-Steel-350MPa,,,,,,,,,,,,,,,,,,,,,,,,64,50,FALSE,0,"102,105,111",Revit Element : <None>,Revit Element : <None>
COX - Glass CLEAR,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,2561314,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,GLS-201a,Revit Element : <None>,Main Model,,,,,GLASS,,,,10,,0,,-1,,0,Standard,Douglas Fir (West),0,87000,76.9,0.3,2.4,8.9,5200,51200,199.95,0,COX - Glass CLEAR,FALSE,0,0.34,1.66,0.45,0.34,1,0.41,0.41,0.03,0,0,0,0,76.9,76.9,76.9,0.3,0.3,0.3,199.95,199.95,199.95,12,50,FALSE,70,"236,240,239",Revit Element : <None>,Revit Element : <None>
P2,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,2600102,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,P2,Revit Element : <None>,Main Model,,Dulux,,,Paint colour xxxxx.,,,,10,,0,,-1,,0,,,0,0,0,0,0,0,0,0,0,0,P2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,50,FALSE,0,"192,192,192",Revit Element : <None>,Revit Element : <None>
P1,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,2600108,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,PNT-105a,Revit Element : <None>,Main Model,,,,,Paint colour xxxxx.,,,,10,,0,,-1,,0,,,0,0,0,0,0,0,0,0,0,0,P1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,50,FALSE,0,"255,255,255",Revit Element : <None>,Revit Element : <None>
SSB,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,2600109,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,SSB,Revit Element : <None>,Main Model,,,,,"Stainless Steel, brushed finish",,,,10,,0,,1,,,,,,,,,,,,,,1,SSB,,,,,,,,,,,,,,,,,,,,,,,,64,50,FALSE,0,"212,212,212",Revit Element : <None>,Revit Element : <None>
GLCL1,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,2600111,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,GLCL1,Revit Element : <None>,Main Model,,,,,Clear glass Type 1,,,,10,,0,,-1,,0,,,0,0,0,0,0,0,0,0,0,0,GLCL1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,50,FALSE,90,"236,249,255",Revit Element : <None>,Revit Element : <None>
ALAZ1,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,2600116,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,ALAZ1,Revit Element : <None>,Main Model,,,,,Aluminium 6061,,,,10,,0,,1,,,,,,,,,,,,,,1,ALAZ1,,,,,,,,,,,,,,,,,,,,,,,,64,50,FALSE,0,"215,215,215",Revit Element : <None>,Revit Element : <None>
TMBR1,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,2600118,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,TMBR1,Revit Element : <None>,Main Model,,,,,Timber,,,,10,,0,,-1,,,,,,,,,,,,,,0,TMBR1,,,,,,,,,,,,,,,,,,,,,,,,64,50,FALSE,0,"249,239,230",Revit Element : <None>,Revit Element : <None>
Render Material 255-255-255,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,2927041,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,,,,,10,,,,-1,,,,,,,,,,,,,,0,Render Material 255-255-255,,,,,,,,,,,,,,,,,,,,,,,,64,50,FALSE,0,"255,255,255",Revit Element : <None>,Revit Element : <None>
Glass Clear White (Cox),Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,3224449,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,,,,,10,,0,,-1,,0,,,0,0,0,0,0,0,0,0,0,0,Glass Clear White (Cox),FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,50,FALSE,100,"255,255,255",Revit Element : <None>,Revit Element : <None>
Aluminium Satin (Cox),Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,3224451,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,,,,,10,,0,,-1,,0,,,0,0,0,0,0,0,0,0,0,0,Aluminium Satin (Cox),FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,50,FALSE,0,"244,245,246",Revit Element : <None>,Revit Element : <None>
System-Zones,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,3690132,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,,,,,10,,,,-1,,0,,,0,0,76904122.85,0.3,0,0,0,0,199947961.5,0,System-Zones,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,76904122.85,76904122.85,76904122.85,0.3,0.3,0.3,199947961.5,199947961.5,199947961.5,64,50,FALSE,50,"94,94,205",Revit Element : <None>,Revit Element : <None>
Analytical Spaces,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,3702163,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,,,,,10,,,,-1,,0,,,0,0,76904122.85,0.3,0,0,0,0,199947961.5,0,Analytical Spaces,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,76904122.85,76904122.85,76904122.85,0.3,0.3,0.3,199947961.5,199947961.5,199947961.5,64,50,FALSE,85,"0,200,200",Revit Element : <None>,Revit Element : <None>
Analytical Surface - Exterior Walls,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,3702165,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,,,,,10,,,,-1,,0,,,0,0,76904122.85,0.3,0,0,0,0,199947961.5,0,Analytical Surface - Exterior Walls,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,76904122.85,76904122.85,76904122.85,0.3,0.3,0.3,199947961.5,199947961.5,199947961.5,64,50,FALSE,50,"133,178,44",Revit Element : <None>,Revit Element : <None>
Analytical Surface - Roofs,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,3702167,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,,,,,10,,,,-1,,0,,,0,0,76904122.85,0.3,0,0,0,0,199947961.5,0,Analytical Surface - Roofs,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,76904122.85,76904122.85,76904122.85,0.3,0.3,0.3,199947961.5,199947961.5,199947961.5,64,50,FALSE,50,"38,15,153",Revit Element : <None>,Revit Element : <None>
Analytical Surface - Slabs on Grade,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,3702169,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,,,,,10,,,,-1,,0,,,0,0,76904122.85,0.3,0,0,0,0,199947961.5,0,Analytical Surface - Slabs on Grade,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,76904122.85,76904122.85,76904122.85,0.3,0.3,0.3,199947961.5,199947961.5,199947961.5,64,50,FALSE,50,"101,81,204",Revit Element : <None>,Revit Element : <None>
Analytical Surface - Interior Walls,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,3702171,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,,,,,10,,,,-1,,0,,,0,0,76904122.85,0.3,0,0,0,0,199947961.5,0,Analytical Surface - Interior Walls,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,76904122.85,76904122.85,76904122.85,0.3,0.3,0.3,199947961.5,199947961.5,199947961.5,64,50,FALSE,50,"195,229,126",Revit Element : <None>,Revit Element : <None>
Analytical Surface - Interior Floors,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,3702173,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,,,,,10,,,,-1,,0,,,0,0,76904122.85,0.3,0,0,0,0,199947961.5,0,Analytical Surface - Interior Floors,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,76904122.85,76904122.85,76904122.85,0.3,0.3,0.3,199947961.5,199947961.5,199947961.5,64,50,FALSE,50,"101,81,204",Revit Element : <None>,Revit Element : <None>
Analytical Surface - Ceilings,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,3702175,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,,,,,10,,,,-1,,0,,,0,0,76904122.85,0.3,0,0,0,0,199947961.5,0,Analytical Surface - Ceilings,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,76904122.85,76904122.85,76904122.85,0.3,0.3,0.3,199947961.5,199947961.5,199947961.5,64,50,FALSE,50,"191,178,255",Revit Element : <None>,Revit Element : <None>
Analytical Surface - Air Surfaces,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,3702177,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,,,,,10,,,,-1,,0,,,0,0,76904122.85,0.3,0,0,0,0,199947961.5,0,Analytical Surface - Air Surfaces,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,76904122.85,76904122.85,76904122.85,0.3,0.3,0.3,199947961.5,199947961.5,199947961.5,64,50,FALSE,90,"190,210,220",Revit Element : <None>,Revit Element : <None>
Analytical Surface - Underground Walls,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,3702179,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,,,,,10,,,,-1,,0,,,0,0,76904122.85,0.3,0,0,0,0,199947961.5,0,Analytical Surface - Underground Walls,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,76904122.85,76904122.85,76904122.85,0.3,0.3,0.3,199947961.5,199947961.5,199947961.5,64,50,FALSE,50,"178,111,44",Revit Element : <None>,Revit Element : <None>
Analytical Surface - Operable Windows,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,3702181,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,,,,,10,,,,-1,,0,,,0,0,76904122.85,0.3,0,0,0,0,199947961.5,0,Analytical Surface - Operable Windows,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,76904122.85,76904122.85,76904122.85,0.3,0.3,0.3,199947961.5,199947961.5,199947961.5,64,50,FALSE,75,"178,229,255",Revit Element : <None>,Revit Element : <None>
Analytical Surface - Operable Skylights,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,3702183,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,,,,,10,,,,-1,,0,,,0,0,76904122.85,0.3,0,0,0,0,199947961.5,0,Analytical Surface - Operable Skylights,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,76904122.85,76904122.85,76904122.85,0.3,0.3,0.3,199947961.5,199947961.5,199947961.5,64,50,FALSE,75,"178,229,255",Revit Element : <None>,Revit Element : <None>
Analytical Surface - Sliding Doors,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,3702185,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,,,,,10,,,,-1,,0,,,0,0,76904122.85,0.3,0,0,0,0,199947961.5,0,Analytical Surface - Sliding Doors,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,76904122.85,76904122.85,76904122.85,0.3,0.3,0.3,199947961.5,199947961.5,199947961.5,64,50,FALSE,50,"255,178,178",Revit Element : <None>,Revit Element : <None>
Analytical Surface - Air Openings,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,3702187,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,,,,,10,,,,-1,,0,,,0,0,76904122.85,0.3,0,0,0,0,199947961.5,0,Analytical Surface - Air Openings,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,76904122.85,76904122.85,76904122.85,0.3,0.3,0.3,199947961.5,199947961.5,199947961.5,64,50,FALSE,100,"255,255,255",Revit Element : <None>,Revit Element : <None>
Analytical Surface - Shades,Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,3702189,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,,Revit Element : <None>,Main Model,,,,,,,,,10,,,,-1,,0,,,0,0,76904122.85,0.3,0,0,0,0,199947961.5,0,Analytical Surface - Shades,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,76904122.85,76904122.85,76904122.85,0.3,0.3,0.3,199947961.5,199947961.5,199947961.5,64,50,FALSE,50,"144,146,138",Revit Element : <None>,Revit Element : <None>
Fibre Cement (Cox),Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,3742029,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,ILS-108,Revit Element : <None>,Main Model,,,,,,,,,10,,0,,-1,,0,,,0,0,0,0,0,0,0,0,0,0,Fibre Cement (Cox),FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,50,FALSE,0,"221,221,219",Revit Element : <None>,Revit Element : <None>
Glass (Cox),Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,3742031,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,GLS-201a,Revit Element : <None>,Main Model,,,,,,,,,10,,0,,-1,,0,,,0,0,0,0,0,0,0,0,0,0,Glass (Cox),FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,50,FALSE,100,"245,245,243",Revit Element : <None>,Revit Element : <None>
Furring Channel (Cox),Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,3742035,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,FRM-101,Revit Element : <None>,Main Model,,,,,,,,,10,,0,,-1,,0,,,0,0,0,0,0,0,0,0,0,0,Furring Channel (Cox),FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,50,FALSE,0,"120,120,120",Revit Element : <None>,Revit Element : <None>
Generic Wall (Cox),Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,3742229,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,CLD-204,Revit Element : <None>,Main Model,,,,,,,,,10,,0,,-1,,0,,,0,0,0,0,0,0,0,0,0,0,Generic Wall (Cox),FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,50,FALSE,0,"255,255,255",Revit Element : <None>,Revit Element : <None>
Concrete (Cox),Revit Category : Materials : id -2000700,Revit Category : Materials : id -2000700,FALSE,TRUE,3742230,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,,-1,,,,,,,ILS-107,Revit Element : <None>,Main Model,,,,,,,,,10,,0,,-1,,0,,,0,0,0,0,0,0,0,0,0,0,Concrete (Cox),FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,50,FALSE,0,"153,154,145",Revit Element : <None>,Revit Element : <None>
